id_kasus,kanal,kategori,nama_kategori,teks_skenario,label_risiko,level_kesulitan,has_link,has_short_url,has_suspicious_domain,asks_otp_pin_cvv,asks_password,asks_personal_data,has_reward_claim,has_loan_offer,has_urgency,asks_transfer_fee,uses_apk_attachment,outside_official_app,risk_score_rule,indikator_ideal,tindakan_benar,feedback_tutor,basis_sumber
CYB132,WhatsApp,qris_scam,QRIS/Transfer Palsu,"QRIS kasir sedang error, transfer ke rekening pribadi saja.",mencurigakan,sedang,0,0,0,0,0,1,0,0,0,1,0,1,45,QR pribadi|rekening pribadi|ubah QR sepihak|bukti transfer ke admin personal,Verifikasi QRIS/rekening melalui merchant resmi sebelum membayar.,"Kasus ini termasuk QRIS/Transfer Palsu. Perhatikan indikator: QR pribadi, rekening pribadi, ubah QR sepihak. Verifikasi QRIS/rekening melalui merchant resmi sebelum membayar.",Modus rekayasa QRIS/transfer ke rekening pribadi
CYB133,Marketplace Chat,qris_scam,QRIS/Transfer Palsu,"QRIS kasir sedang error, transfer ke rekening pribadi saja.",mencurigakan,sedang,0,0,0,0,0,1,0,0,0,1,0,1,45,QR pribadi|rekening pribadi|ubah QR sepihak|bukti transfer ke admin personal,Verifikasi QRIS/rekening melalui merchant resmi sebelum membayar.,"Kasus ini termasuk QRIS/Transfer Palsu. Perhatikan indikator: QR pribadi, rekening pribadi, ubah QR sepihak. Verifikasi QRIS/rekening melalui merchant resmi sebelum membayar.",Modus rekayasa QRIS/transfer ke rekening pribadi
CYB134,Browser/Website,qris_scam,QRIS/Transfer Palsu,"QRIS kasir sedang error, transfer ke rekening pribadi saja.",mencurigakan,sedang,0,0,0,0,0,1,0,0,0,1,0,1,45,QR pribadi|rekening pribadi|ubah QR sepihak|bukti transfer ke admin personal,Verifikasi QRIS/rekening melalui merchant resmi sebelum membayar.,"Kasus ini termasuk QRIS/Transfer Palsu. Perhatikan indikator: QR pribadi, rekening pribadi, ubah QR sepihak. Verifikasi QRIS/rekening melalui merchant resmi sebelum membayar.",Modus rekayasa QRIS/transfer ke rekening pribadi
CYB135,Browser/Website,qris_scam,QRIS/Transfer Palsu,Pembayaran berhasil jika Anda scan QR ini dan kirim bukti transfer ke admin personal.,mencurigakan,sedang,0,0,0,0,0,0,0,0,0,1,0,1,33,QR pribadi|rekening pribadi|ubah QR sepihak|bukti transfer ke admin personal,Verifikasi QRIS/rekening melalui merchant resmi sebelum membayar.,"Kasus ini termasuk QRIS/Transfer Palsu. Perhatikan indikator: QR pribadi, rekening pribadi, ubah QR sepihak. Verifikasi QRIS/rekening melalui merchant resmi sebelum membayar.",Modus rekayasa QRIS/transfer ke rekening pribadi
CYB136,SMS,qris_scam,QRIS/Transfer Palsu,Pembayaran berhasil jika Anda scan QR ini dan kirim bukti transfer ke admin personal.,mencurigakan,sedang,0,0,0,0,0,0,0,0,0,1,0,1,33,QR pribadi|rekening pribadi|ubah QR sepihak|bukti transfer ke admin personal,Verifikasi QRIS/rekening melalui merchant resmi sebelum membayar.,"Kasus ini termasuk QRIS/Transfer Palsu. Perhatikan indikator: QR pribadi, rekening pribadi, ubah QR sepihak. Verifikasi QRIS/rekening melalui merchant resmi sebelum membayar.",Modus rekayasa QRIS/transfer ke rekening pribadi
CYB137,Email,qris_scam,QRIS/Transfer Palsu,"QRIS kasir sedang error, transfer ke rekening pribadi saja.",mencurigakan,sedang,0,0,0,0,0,1,0,0,0,1,0,1,45,QR pribadi|rekening pribadi|ubah QR sepihak|bukti transfer ke admin personal,Verifikasi QRIS/rekening melalui merchant resmi sebelum membayar.,"Kasus ini termasuk QRIS/Transfer Palsu. Perhatikan indikator: QR pribadi, rekening pribadi, ubah QR sepihak. Verifikasi QRIS/rekening melalui merchant resmi sebelum membayar.",Modus rekayasa QRIS/transfer ke rekening pribadi
CYB138,SMS,qris_scam,QRIS/Transfer Palsu,QRIS donasi resmi berubah. Scan QR baru dari nomor pribadi ini.,aman,sulit,0,0,0,0,0,0,0,0,0,0,0,1,18,QR pribadi|rekening pribadi|ubah QR sepihak|bukti transfer ke admin personal,Verifikasi QRIS/rekening melalui merchant resmi sebelum membayar.,"Kasus ini termasuk QRIS/Transfer Palsu. Perhatikan indikator: QR pribadi, rekening pribadi, ubah QR sepihak. Verifikasi QRIS/rekening melalui merchant resmi sebelum membayar.",Modus rekayasa QRIS/transfer ke rekening pribadi
CYB139,Email,qris_scam,QRIS/Transfer Palsu,QRIS donasi resmi berubah. Scan QR baru dari nomor pribadi ini.,aman,sulit,0,0,0,0,0,0,0,0,0,0,0,1,18,QR pribadi|rekening pribadi|ubah QR sepihak|bukti transfer ke admin personal,Verifikasi QRIS/rekening melalui merchant resmi sebelum membayar.,"Kasus ini termasuk QRIS/Transfer Palsu. Perhatikan indikator: QR pribadi, rekening pribadi, ubah QR sepihak. Verifikasi QRIS/rekening melalui merchant resmi sebelum membayar.",Modus rekayasa QRIS/transfer ke rekening pribadi
CYB140,SMS,qris_scam,QRIS/Transfer Palsu,"QRIS kasir sedang error, transfer ke rekening pribadi saja.",mencurigakan,sedang,0,0,0,0,0,1,0,0,0,1,0,1,45,QR pribadi|rekening pribadi|ubah QR sepihak|bukti transfer ke admin personal,Verifikasi QRIS/rekening melalui merchant resmi sebelum membayar.,"Kasus ini termasuk QRIS/Transfer Palsu. Perhatikan indikator: QR pribadi, rekening pribadi, ubah QR sepihak. Verifikasi QRIS/rekening melalui merchant resmi sebelum membayar.",Modus rekayasa QRIS/transfer ke rekening pribadi
CYB141,Marketplace Chat,qris_scam,QRIS/Transfer Palsu,QRIS donasi resmi berubah. Scan QR baru dari nomor pribadi ini.,aman,sulit,0,0,0,0,0,0,0,0,0,0,0,1,18,QR pribadi|rekening pribadi|ubah QR sepihak|bukti transfer ke admin personal,Verifikasi QRIS/rekening melalui merchant resmi sebelum membayar.,"Kasus ini termasuk QRIS/Transfer Palsu. Perhatikan indikator: QR pribadi, rekening pribadi, ubah QR sepihak. Verifikasi QRIS/rekening melalui merchant resmi sebelum membayar.",Modus rekayasa QRIS/transfer ke rekening pribadi
CYB142,Media Sosial,qris_scam,QRIS/Transfer Palsu,Pembayaran berhasil jika Anda scan QR ini dan kirim bukti transfer ke admin personal.,mencurigakan,sedang,0,0,0,0,0,0,0,0,0,1,0,1,33,QR pribadi|rekening pribadi|ubah QR sepihak|bukti transfer ke admin personal,Verifikasi QRIS/rekening melalui merchant resmi sebelum membayar.,"Kasus ini termasuk QRIS/Transfer Palsu. Perhatikan indikator: QR pribadi, rekening pribadi, ubah QR sepihak. Verifikasi QRIS/rekening melalui merchant resmi sebelum membayar.",Modus rekayasa QRIS/transfer ke rekening pribadi
CYB143,Browser/Website,qris_scam,QRIS/Transfer Palsu,Pembayaran berhasil jika Anda scan QR ini dan kirim bukti transfer ke admin personal.,mencurigakan,sedang,0,0,0,0,0,0,0,0,0,1,0,1,33,QR pribadi|rekening pribadi|ubah QR sepihak|bukti transfer ke admin personal,Verifikasi QRIS/rekening melalui merchant resmi sebelum membayar.,"Kasus ini termasuk QRIS/Transfer Palsu. Perhatikan indikator: QR pribadi, rekening pribadi, ubah QR sepihak. Verifikasi QRIS/rekening melalui merchant resmi sebelum membayar.",Modus rekayasa QRIS/transfer ke rekening pribadi
CYB144,Media Sosial,qris_scam,QRIS/Transfer Palsu,Pembayaran berhasil jika Anda scan QR ini dan kirim bukti transfer ke admin personal.,mencurigakan,sedang,0,0,0,0,0,0,0,0,0,1,0,1,33,QR pribadi|rekening pribadi|ubah QR sepihak|bukti transfer ke admin personal,Verifikasi QRIS/rekening melalui merchant resmi sebelum membayar.,"Kasus ini termasuk QRIS/Transfer Palsu. Perhatikan indikator: QR pribadi, rekening pribadi, ubah QR sepihak. Verifikasi QRIS/rekening melalui merchant resmi sebelum membayar.",Modus rekayasa QRIS/transfer ke rekening pribadi
CYB145,Email,legitimate,Pesan Aman,"Notifikasi transaksi BNI: jika tidak merasa melakukan transaksi, hubungi call center resmi di aplikasi.",aman,mudah,0,0,0,0,0,0,0,0,0,0,0,0,12,tidak meminta data rahasia|mengarah ke kanal resmi|edukasi keamanan|tidak ada tekanan waktu,Ikuti imbauan keamanan dan gunakan kanal resmi untuk pengecekan.,"Kasus ini termasuk Pesan Aman. Perhatikan indikator: tidak meminta data rahasia, mengarah ke kanal resmi, edukasi keamanan. Ikuti imbauan keamanan dan gunakan kanal resmi untuk pengecekan.",Pesan edukasi keamanan digital resmi/aman
CYB146,Media Sosial,legitimate,Pesan Aman,Pengingat: aktifkan two-factor authentication dan gunakan password berbeda untuk tiap akun.,aman,mudah,0,0,0,0,1,0,0,0,1,0,0,0,12,tidak meminta data rahasia|mengarah ke kanal resmi|edukasi keamanan|tidak ada tekanan waktu,Ikuti imbauan keamanan dan gunakan kanal resmi untuk pengecekan.,"Kasus ini termasuk Pesan Aman. Perhatikan indikator: tidak meminta data rahasia, mengarah ke kanal resmi, edukasi keamanan. Ikuti imbauan keamanan dan gunakan kanal resmi untuk pengecekan.",Pesan edukasi keamanan digital resmi/aman
CYB147,SMS,legitimate,Pesan Aman,Pengingat: aktifkan two-factor authentication dan gunakan password berbeda untuk tiap akun.,aman,mudah,0,0,0,0,1,0,0,0,1,0,0,0,0,tidak meminta data rahasia|mengarah ke kanal resmi|edukasi keamanan|tidak ada tekanan waktu,Ikuti imbauan keamanan dan gunakan kanal resmi untuk pengecekan.,"Kasus ini termasuk Pesan Aman. Perhatikan indikator: tidak meminta data rahasia, mengarah ke kanal resmi, edukasi keamanan. Ikuti imbauan keamanan dan gunakan kanal resmi untuk pengecekan.",Pesan edukasi keamanan digital resmi/aman
CYB148,Marketplace Chat,legitimate,Pesan Aman,Pengingat: aktifkan two-factor authentication dan gunakan password berbeda untuk tiap akun.,aman,mudah,0,0,0,0,1,0,0,0,1,0,0,0,5,tidak meminta data rahasia|mengarah ke kanal resmi|edukasi keamanan|tidak ada tekanan waktu,Ikuti imbauan keamanan dan gunakan kanal resmi untuk pengecekan.,"Kasus ini termasuk Pesan Aman. Perhatikan indikator: tidak meminta data rahasia, mengarah ke kanal resmi, edukasi keamanan. Ikuti imbauan keamanan dan gunakan kanal resmi untuk pengecekan.",Pesan edukasi keamanan digital resmi/aman
CYB149,Marketplace Chat,legitimate,Pesan Aman,Pengingat: aktifkan two-factor authentication dan gunakan password berbeda untuk tiap akun.,aman,mudah,0,0,0,0,1,0,0,0,1,0,0,0,10,tidak meminta data rahasia|mengarah ke kanal resmi|edukasi keamanan|tidak ada tekanan waktu,Ikuti imbauan keamanan dan gunakan kanal resmi untuk pengecekan.,"Kasus ini termasuk Pesan Aman. Perhatikan indikator: tidak meminta data rahasia, mengarah ke kanal resmi, edukasi keamanan. Ikuti imbauan keamanan dan gunakan kanal resmi untuk pengecekan.",Pesan edukasi keamanan digital resmi/aman
CYB150,Marketplace Chat,legitimate,Pesan Aman,Paket Anda sedang dikirim. Cek status hanya melalui aplikasi resmi atau nomor resi di situs resmi.,aman,mudah,0,0,0,0,0,0,0,0,0,0,0,0,8,tidak meminta data rahasia|mengarah ke kanal resmi|edukasi keamanan|tidak ada tekanan waktu,Ikuti imbauan keamanan dan gunakan kanal resmi untuk pengecekan.,"Kasus ini termasuk Pesan Aman. Perhatikan indikator: tidak meminta data rahasia, mengarah ke kanal resmi, edukasi keamanan. Ikuti imbauan keamanan dan gunakan kanal resmi untuk pengecekan.",Pesan edukasi keamanan digital resmi/aman
CYB151,WhatsApp,legitimate,Pesan Aman,Paket Anda sedang dikirim. Cek status hanya melalui aplikasi resmi atau nomor resi di situs resmi.,aman,mudah,0,0,0,0,0,0,0,0,0,0,0,0,10,tidak meminta data rahasia|mengarah ke kanal resmi|edukasi keamanan|tidak ada tekanan waktu,Ikuti imbauan keamanan dan gunakan kanal resmi untuk pengecekan.,"Kasus ini termasuk Pesan Aman. Perhatikan indikator: tidak meminta data rahasia, mengarah ke kanal resmi, edukasi keamanan. Ikuti imbauan keamanan dan gunakan kanal resmi untuk pengecekan.",Pesan edukasi keamanan digital resmi/aman
CYB152,SMS,legitimate,Pesan Aman,"Info resmi BRI: jangan pernah bagikan OTP, PIN, password, dan CVV kepada siapa pun.",aman,mudah,0,0,0,1,1,0,0,0,0,0,0,0,10,tidak meminta data rahasia|mengarah ke kanal resmi|edukasi keamanan|tidak ada tekanan waktu,Ikuti imbauan keamanan dan gunakan kanal resmi untuk pengecekan.,"Kasus ini termasuk Pesan Aman. Perhatikan indikator: tidak meminta data rahasia, mengarah ke kanal resmi, edukasi keamanan. Ikuti imbauan keamanan dan gunakan kanal resmi untuk pengecekan.",Pesan edukasi keamanan digital resmi/aman
CYB153,Media Sosial,legitimate,Pesan Aman,"Notifikasi transaksi BRI: jika tidak merasa melakukan transaksi, hubungi call center resmi di aplikasi.",aman,sulit,0,0,0,0,0,0,0,0,0,0,0,0,0,tidak meminta data rahasia|mengarah ke kanal resmi|edukasi keamanan|tidak ada tekanan waktu,Ikuti imbauan keamanan dan gunakan kanal resmi untuk pengecekan.,"Kasus ini termasuk Pesan Aman. Perhatikan indikator: tidak meminta data rahasia, mengarah ke kanal resmi, edukasi keamanan. Ikuti imbauan keamanan dan gunakan kanal resmi untuk pengecekan.",Pesan edukasi keamanan digital resmi/aman
CYB154,Marketplace Chat,legitimate,Pesan Aman,"Info resmi J&T: jangan pernah bagikan OTP, PIN, password, dan CVV kepada siapa pun.",aman,sulit,0,0,0,1,1,0,0,0,0,0,0,0,8,tidak meminta data rahasia|mengarah ke kanal resmi|edukasi keamanan|tidak ada tekanan waktu,Ikuti imbauan keamanan dan gunakan kanal resmi untuk pengecekan.,"Kasus ini termasuk Pesan Aman. Perhatikan indikator: tidak meminta data rahasia, mengarah ke kanal resmi, edukasi keamanan. Ikuti imbauan keamanan dan gunakan kanal resmi untuk pengecekan.",Pesan edukasi keamanan digital resmi/aman
CYB155,Email,legitimate,Pesan Aman,"Info resmi Kominfo: jangan pernah bagikan OTP, PIN, password, dan CVV kepada siapa pun.",aman,sulit,0,0,0,1,1,0,0,0,0,0,0,0,12,tidak meminta data rahasia|mengarah ke kanal resmi|edukasi keamanan|tidak ada tekanan waktu,Ikuti imbauan keamanan dan gunakan kanal resmi untuk pengecekan.,"Kasus ini termasuk Pesan Aman. Perhatikan indikator: tidak meminta data rahasia, mengarah ke kanal resmi, edukasi keamanan. Ikuti imbauan keamanan dan gunakan kanal resmi untuk pengecekan.",Pesan edukasi keamanan digital resmi/aman
CYB156,Media Sosial,legitimate,Pesan Aman,"Info resmi DANA: jangan pernah bagikan OTP, PIN, password, dan CVV kepada siapa pun.",aman,sulit,0,0,0,1,1,0,0,0,0,0,0,0,12,tidak meminta data rahasia|mengarah ke kanal resmi|edukasi keamanan|tidak ada tekanan waktu,Ikuti imbauan keamanan dan gunakan kanal resmi untuk pengecekan.,"Kasus ini termasuk Pesan Aman. Perhatikan indikator: tidak meminta data rahasia, mengarah ke kanal resmi, edukasi keamanan. Ikuti imbauan keamanan dan gunakan kanal resmi untuk pengecekan.",Pesan edukasi keamanan digital resmi/aman
CYB157,WhatsApp,legitimate,Pesan Aman,Pengingat: aktifkan two-factor authentication dan gunakan password berbeda untuk tiap akun.,aman,sulit,0,0,0,0,1,0,0,0,1,0,0,0,0,tidak meminta data rahasia|mengarah ke kanal resmi|edukasi keamanan|tidak ada tekanan waktu,Ikuti imbauan keamanan dan gunakan kanal resmi untuk pengecekan.,"Kasus ini termasuk Pesan Aman. Perhatikan indikator: tidak meminta data rahasia, mengarah ke kanal resmi, edukasi keamanan. Ikuti imbauan keamanan dan gunakan kanal resmi untuk pengecekan.",Pesan edukasi keamanan digital resmi/aman
CYB158,Email,legitimate,Pesan Aman,"Info resmi OVO: jangan pernah bagikan OTP, PIN, password, dan CVV kepada siapa pun.",aman,sulit,0,0,0,1,1,0,0,0,0,0,0,0,12,tidak meminta data rahasia|mengarah ke kanal resmi|edukasi keamanan|tidak ada tekanan waktu,Ikuti imbauan keamanan dan gunakan kanal resmi untuk pengecekan.,"Kasus ini termasuk Pesan Aman. Perhatikan indikator: tidak meminta data rahasia, mengarah ke kanal resmi, edukasi keamanan. Ikuti imbauan keamanan dan gunakan kanal resmi untuk pengecekan.",Pesan edukasi keamanan digital resmi/aman
CYB159,Media Sosial,legitimate,Pesan Aman,"Info resmi Mandiri: jangan pernah bagikan OTP, PIN, password, dan CVV kepada siapa pun.",aman,sulit,0,0,0,1,1,0,0,0,0,0,0,0,8,tidak meminta data rahasia|mengarah ke kanal resmi|edukasi keamanan|tidak ada tekanan waktu,Ikuti imbauan keamanan dan gunakan kanal resmi untuk pengecekan.,"Kasus ini termasuk Pesan Aman. Perhatikan indikator: tidak meminta data rahasia, mengarah ke kanal resmi, edukasi keamanan. Ikuti imbauan keamanan dan gunakan kanal resmi untuk pengecekan.",Pesan edukasi keamanan digital resmi/aman
CYB160,Browser/Website,legitimate,Pesan Aman,Paket Anda sedang dikirim. Cek status hanya melalui aplikasi resmi atau nomor resi di situs resmi.,aman,sulit,0,0,0,0,0,0,0,0,0,0,0,0,8,tidak meminta data rahasia|mengarah ke kanal resmi|edukasi keamanan|tidak ada tekanan waktu,Ikuti imbauan keamanan dan gunakan kanal resmi untuk pengecekan.,"Kasus ini termasuk Pesan Aman. Perhatikan indikator: tidak meminta data rahasia, mengarah ke kanal resmi, edukasi keamanan. Ikuti imbauan keamanan dan gunakan kanal resmi untuk pengecekan.",Pesan edukasi keamanan digital resmi/aman
CYB161,SMS,legitimate,Pesan Aman,Paket Anda sedang dikirim. Cek status hanya melalui aplikasi resmi atau nomor resi di situs resmi.,aman,sulit,0,0,0,0,0,0,0,0,0,0,0,0,5,tidak meminta data rahasia|mengarah ke kanal resmi|edukasi keamanan|tidak ada tekanan waktu,Ikuti imbauan keamanan dan gunakan kanal resmi untuk pengecekan.,"Kasus ini termasuk Pesan Aman. Perhatikan indikator: tidak meminta data rahasia, mengarah ke kanal resmi, edukasi keamanan. Ikuti imbauan keamanan dan gunakan kanal resmi untuk pengecekan.",Pesan edukasi keamanan digital resmi/aman
CYB162,SMS,legitimate,Pesan Aman,Pengingat: aktifkan two-factor authentication dan gunakan password berbeda untuk tiap akun.,aman,sulit,0,0,0,0,1,0,0,0,1,0,0,0,5,tidak meminta data rahasia|mengarah ke kanal resmi|edukasi keamanan|tidak ada tekanan waktu,Ikuti imbauan keamanan dan gunakan kanal resmi untuk pengecekan.,"Kasus ini termasuk Pesan Aman. Perhatikan indikator: tidak meminta data rahasia, mengarah ke kanal resmi, edukasi keamanan. Ikuti imbauan keamanan dan gunakan kanal resmi untuk pengecekan.",Pesan edukasi keamanan digital resmi/aman
